"s01_rs3","s02_rs3","s03_rs5","s04_rl3","s05_rl3","s06_rl5","s07_dl3","s08_dl3","s09_dl5"
NA,NA,NA,704,689,708,686,525,696
NA,NA,NA,683,702,703,682,699,706
NA,NA,NA,699,703,684,708,696,710
NA,NA,NA,686,685,713,697,673,691
NA,NA,NA,688,681,691,688,695,707
NA,NA,NA,693,708,748,685,725,718
NA,NA,NA,688,705,705,685,676,703
NA,NA,NA,596,693,697,685,689,702
NA,NA,NA,702,695,705,681,673,692
NA,NA,NA,687,679,706,699,705,703
NA,NA,NA,704,697,706,700,684,693
NA,NA,NA,679,690,717,684,697,690
NA,NA,NA,686,705,696,707,675,709
NA,NA,NA,702,747,706,701,698,691
NA,NA,NA,685,701,710,684,693,693
NA,NA,NA,715,693,593,677,684,714
NA,NA,NA,688,685,705,697,685,696
NA,NA,NA,717,713,490,705,697,695
NA,NA,NA,740,722,696,700,693,721
NA,NA,NA,716,684,708,699,686,691
NA,NA,NA,680,706,693,685,680,695
NA,NA,NA,683,705,690,693,688,712
NA,NA,NA,684,675,705,700,705,704
NA,NA,NA,694,705,690,678,688,690
NA,NA,NA,714,707,691,697,690,690
NA,NA,NA,682,687,709,684,687,713
NA,NA,NA,687,682,710,711,673,701
NA,NA,NA,757,692,707,691,688,716
NA,NA,NA,683,701,709,682,693,700
NA,NA,NA,694,757,716,700,685,693
NA,NA,NA,714,688,710,683,691,756
NA,NA,NA,694,686,705,679,672,692
NA,NA,NA,689,684,691,703,676,707
NA,NA,NA,694,690,691,679,690,713
NA,NA,NA,700,699,704,712,676,595
NA,NA,NA,712,698,710,679,679,692
NA,NA,NA,747,709,714,688,696,700
NA,NA,NA,691,688,730,675,675,743
NA,NA,NA,681,699,709,684,697,717
NA,NA,NA,715,697,691,742,680,686
NA,NA,NA,706,687,693,677,688,703
NA,NA,NA,703,696,714,696,695,708
NA,NA,NA,700,699,695,691,691,685
NA,NA,NA,680,691,697,690,684,702
NA,NA,NA,698,690,701,705,716,697
NA,NA,NA,693,705,705,689,690,729
NA,NA,NA,690,684,709,686,701,699
NA,NA,NA,687,687,717,692,694,711
NA,NA,NA,685,685,700,701,677,687
NA,NA,NA,696,696,713,689,684,734
NA,NA,NA,681,683,694,679,682,683
NA,NA,NA,690,710,686,705,728,590
NA,NA,NA,687,684,707,681,680,729
NA,NA,NA,681,677,687,708,717,724
NA,NA,NA,707,707,702,692,688,688
NA,NA,NA,696,685,713,693,704,732
NA,NA,NA,712,682,697,747,693,701
NA,NA,NA,691,688,737,681,722,773
NA,NA,NA,694,683,696,706,709,709
NA,NA,NA,673,684,720,690,675,720
NA,NA,NA,713,691,709,701,701,693
NA,NA,NA,682,691,703,683,677,692
NA,NA,NA,691,680,732,677,680,694
NA,NA,NA,710,685,691,684,690,699
NA,NA,NA,689,693,696,693,688,700
NA,NA,NA,687,673,721,712,687,705
NA,NA,NA,705,700,693,712,690,697
NA,NA,NA,697,686,713,749,726,735
NA,NA,NA,693,704,678,692,679,705
NA,NA,NA,685,699,704,685,677,752
NA,NA,NA,688,697,697,677,712,699
NA,NA,NA,739,699,712,690,692,711
NA,NA,NA,680,708,699,684,689,699
NA,NA,NA,687,684,705,690,694,584
NA,NA,NA,704,696,709,697,729,717
NA,NA,NA,704,675,688,683,689,701
NA,NA,NA,697,676,611,697,691,700
NA,NA,NA,702,704,712,686,695,699
NA,NA,NA,693,688,700,681,695,711
NA,NA,NA,692,680,694,679,679,695
NA,NA,NA,674,691,699,735,677,706
NA,NA,NA,689,690,709,679,696,493
NA,NA,NA,708,678,694,690,682,713
NA,NA,NA,688,688,703,685,730,702
NA,NA,NA,697,701,690,684,735,495
NA,NA,NA,694,680,690,692,680,703
NA,NA,NA,692,690,685,697,690,687
NA,NA,NA,679,699,694,691,678,702
NA,NA,NA,795,704,708,699,673,706
NA,NA,NA,709,703,693,700,699,696
NA,NA,NA,706,704,709,677,690,660
NA,NA,NA,694,695,697,673,697,702
NA,NA,NA,692,705,703,709,702,734
NA,NA,NA,686,703,685,721,683,732
NA,NA,NA,715,698,695,683,684,693
NA,NA,NA,680,697,714,698,710,720
NA,NA,NA,703,702,730,710,691,714
NA,NA,NA,713,682,694,691,676,689
NA,NA,NA,678,700,719,686,688,693
NA,NA,NA,690,715,709,696,689,719
NA,NA,NA,695,685,691,685,679,710
NA,NA,NA,680,688,702,693,700,699
NA,NA,NA,704,681,706,701,676,700
NA,NA,NA,694,686,690,683,684,695
NA,NA,NA,692,687,707,684,704,691
NA,NA,NA,683,721,694,701,693,705
NA,NA,NA,680,692,711,691,700,691
NA,NA,NA,679,681,709,688,686,716
NA,NA,NA,695,691,692,696,683,717
NA,NA,NA,691,710,708,701,709,702
NA,NA,NA,727,700,710,688,690,704
NA,NA,NA,694,709,788,681,688,703
NA,NA,NA,689,694,709,698,682,697
NA,NA,NA,689,691,730,684,695,699
NA,NA,NA,695,700,696,699,679,696
NA,NA,NA,686,683,723,696,696,688
NA,NA,NA,685,717,699,695,684,602
NA,NA,NA,685,698,708,684,684,698
NA,NA,NA,691,678,718,696,682,703
NA,NA,NA,702,686,700,694,708,693
NA,NA,NA,708,705,699,711,715,710
NA,NA,NA,704,712,697,708,693,693
NA,NA,NA,688,675,719,708,685,696
NA,NA,NA,712,692,699,685,703,707
NA,NA,NA,725,712,689,698,679,710
NA,NA,NA,693,699,702,695,689,710
NA,NA,NA,695,689,686,690,679,706
NA,NA,NA,696,699,709,685,677,708
NA,NA,NA,703,688,692,698,683,689
NA,NA,NA,715,685,693,676,692,709
NA,NA,NA,614,686,708,684,693,712
NA,NA,NA,701,696,690,694,695,706
NA,NA,NA,682,690,706,688,695,691
NA,NA,NA,697,702,709,677,678,709
NA,NA,NA,698,705,728,702,691,699
NA,NA,NA,705,701,712,686,688,698
NA,NA,NA,694,706,694,676,682,772
NA,NA,NA,767,676,688,693,699,711
NA,NA,NA,689,696,703,699,693,692
NA,NA,NA,695,701,720,713,682,700
NA,NA,NA,686,688,703,682,695,707
NA,NA,NA,690,699,702,703,683,697
NA,NA,NA,705,707,588,710,684,697
NA,NA,NA,694,702,695,686,689,688
NA,NA,NA,678,688,703,714,689,705
NA,NA,NA,674,691,693,684,698,704
NA,NA,NA,702,698,719,684,679,759
NA,NA,NA,691,694,713,700,687,687
NA,NA,NA,679,679,706,691,688,713
NA,NA,NA,680,693,697,695,677,711
NA,NA,NA,690,702,715,692,704,692
NA,NA,NA,692,682,714,696,691,695
NA,NA,NA,693,682,711,695,691,694
NA,NA,NA,713,719,698,694,697,720
NA,NA,NA,686,708,712,695,716,705
NA,NA,NA,688,691,711,705,686,676
NA,NA,NA,716,701,701,685,698,685
NA,NA,NA,684,680,711,680,690,707
NA,NA,NA,692,716,703,694,686,690
NA,NA,NA,683,693,718,680,684,768
NA,NA,NA,676,691,689,694,685,689
NA,NA,NA,685,685,690,703,707,704
NA,NA,NA,700,735,730,699,703,691
NA,NA,NA,690,692,691,698,689,697
NA,NA,NA,679,690,713,704,684,711
NA,NA,NA,677,677,699,685,717,685
NA,NA,NA,704,700,694,682,699,704
NA,NA,NA,678,689,707,711,689,710
NA,NA,NA,701,690,717,683,706,694
NA,NA,NA,693,690,702,687,700,689
NA,NA,NA,689,682,705,687,675,686
NA,NA,NA,700,699,699,706,718,702
NA,NA,NA,719,689,699,707,677,747
NA,NA,NA,710,689,683,685,696,720
NA,NA,NA,707,695,690,679,687,711
NA,NA,NA,729,678,693,705,697,701
NA,NA,NA,703,690,687,703,712,703
NA,NA,NA,684,693,698,707,681,697
NA,NA,NA,744,681,694,695,691,697
NA,NA,NA,676,719,711,685,698,706
NA,NA,NA,695,703,693,704,695,695
NA,NA,NA,690,690,697,701,679,691
NA,NA,NA,704,836,709,734,679,708
NA,NA,NA,680,707,694,692,685,700
NA,NA,NA,717,689,703,700,690,694
NA,NA,NA,688,705,712,691,691,715
NA,NA,NA,684,687,692,703,702,701
NA,NA,NA,712,690,703,693,713,717
NA,NA,NA,689,685,702,706,705,720
NA,NA,NA,685,703,712,687,676,702
NA,NA,NA,695,702,698,700,693,706
NA,NA,NA,694,683,693,731,676,694
NA,NA,NA,704,702,718,702,692,709
NA,NA,NA,688,705,691,691,702,694
NA,NA,NA,678,703,708,673,711,693
NA,NA,NA,685,701,690,709,690,706
NA,NA,NA,684,682,721,684,690,698
NA,NA,NA,690,704,696,711,696,733
NA,NA,NA,680,690,698,692,703,715
NA,NA,NA,711,698,694,807,696,687
NA,NA,NA,713,698,711,703,686,693
NA,NA,NA,678,681,720,700,677,715
NA,NA,NA,691,686,716,693,697,699
NA,NA,NA,704,678,710,691,708,795
NA,NA,NA,699,705,707,708,675,707
NA,NA,NA,695,685,720,678,690,696
NA,NA,NA,689,703,704,682,688,696
NA,NA,NA,682,689,731,688,679,695
NA,NA,NA,695,690,704,679,719,692
NA,NA,NA,700,731,695,686,681,702
NA,NA,NA,709,703,689,680,695,724
NA,NA,NA,674,799,701,678,695,701
NA,NA,NA,694,693,708,685,677,497
NA,NA,NA,694,696,690,690,694,692
NA,NA,NA,683,694,729,672,690,706
NA,NA,NA,737,685,697,693,702,703
NA,NA,NA,696,691,700,680,708,700
NA,NA,NA,701,688,696,688,696,690
NA,NA,NA,686,679,693,702,688,711
NA,NA,NA,675,702,686,701,681,713
NA,NA,NA,700,705,701,696,682,701
NA,NA,NA,696,717,698,680,685,700
NA,NA,NA,697,696,705,704,678,706
NA,NA,NA,691,701,705,701,687,689
NA,NA,NA,717,702,715,707,692,707
NA,NA,NA,703,718,714,697,693,704
NA,NA,NA,702,692,694,739,689,712
NA,NA,NA,686,682,744,703,698,691
NA,NA,NA,685,690,692,700,691,696
NA,NA,NA,697,685,714,692,691,711
NA,NA,NA,675,675,691,701,704,716
NA,NA,NA,705,674,692,708,696,699
NA,NA,NA,683,696,716,693,677,701
NA,NA,NA,700,688,712,761,682,712
NA,NA,NA,687,691,715,677,682,700
NA,NA,NA,703,683,693,682,686,717
NA,NA,NA,696,692,701,686,699,712
NA,NA,NA,699,685,693,682,678,695
NA,NA,NA,700,682,694,675,702,699
NA,NA,NA,702,697,694,687,683,694
NA,NA,NA,681,726,725,701,675,705
NA,NA,NA,679,694,697,680,681,736
NA,NA,NA,679,709,709,696,678,707
NA,NA,NA,706,687,692,697,724,714
NA,NA,NA,701,707,711,688,682,712
NA,NA,NA,707,686,712,693,683,714
NA,NA,NA,683,695,709,682,689,704
NA,NA,NA,694,693,705,692,691,692
NA,NA,NA,680,697,691,704,707,686
NA,NA,NA,698,701,703,685,682,706
NA,NA,NA,697,692,693,709,686,715
NA,NA,NA,694,695,694,686,691,720
NA,NA,NA,706,693,703,690,684,686
NA,NA,NA,684,692,760,690,699,686
NA,NA,NA,697,692,708,699,691,699
NA,NA,NA,688,682,703,682,687,694
NA,NA,NA,697,740,690,696,690,696
NA,NA,NA,709,691,489,693,724,722
NA,NA,NA,703,706,698,703,707,691
NA,NA,NA,694,676,724,694,681,705
NA,NA,NA,677,693,712,676,680,709
NA,NA,NA,681,684,698,704,672,688
NA,NA,NA,688,682,705,690,674,686
NA,NA,NA,675,707,718,679,696,709
NA,NA,NA,699,691,691,704,694,717
NA,NA,NA,688,690,691,694,689,692
NA,NA,NA,681,682,701,682,706,689
NA,NA,NA,685,690,699,687,693,698
NA,NA,NA,695,687,747,687,703,700
NA,NA,NA,689,705,710,680,683,715
NA,NA,NA,686,706,711,688,708,710
NA,NA,NA,697,677,701,693,679,695
NA,NA,NA,692,688,704,723,708,715
NA,NA,NA,690,687,724,694,708,699
NA,NA,NA,697,684,734,694,675,711
NA,NA,NA,682,689,704,697,697,691
NA,NA,NA,687,717,715,726,685,695
NA,NA,NA,686,702,691,713,684,689
NA,NA,NA,685,685,698,700,711,700
NA,NA,NA,686,682,701,703,690,707
NA,NA,NA,684,683,729,688,730,725
NA,NA,NA,696,701,721,688,685,688
NA,NA,NA,692,709,710,693,736,690
NA,NA,NA,681,693,692,688,679,702
NA,NA,NA,712,690,715,713,686,702
NA,NA,NA,687,703,694,679,689,688
NA,NA,NA,679,697,700,698,731,688
NA,NA,NA,691,695,698,683,687,489
NA,NA,NA,678,696,701,698,700,703
NA,NA,NA,678,685,712,684,681,695
NA,NA,NA,687,701,708,681,686,702
NA,NA,NA,689,722,704,680,674,691
NA,NA,NA,743,717,708,704,672,704
NA,NA,NA,688,692,703,687,694,715
NA,NA,NA,706,719,715,692,757,698
NA,NA,NA,695,677,702,682,686,709
NA,NA,NA,689,806,708,684,716,710
NA,NA,NA,707,682,717,690,685,705
NA,NA,NA,690,680,737,707,710,711
NA,NA,NA,682,680,716,705,679,705
NA,NA,NA,690,682,701,700,702,700
NA,NA,NA,689,691,692,701,698,716
NA,NA,NA,698,703,694,702,686,712
NA,NA,NA,682,694,696,678,682,749
NA,NA,NA,700,688,710,702,751,698
NA,NA,NA,684,681,723,699,699,701
NA,NA,NA,683,680,701,681,688,717
NA,NA,NA,686,697,725,692,703,718
NA,NA,NA,703,689,703,698,674,702
NA,NA,NA,682,702,694,683,672,694
NA,NA,NA,680,681,710,680,683,488
NA,NA,NA,736,695,709,687,677,694
NA,NA,NA,691,691,722,706,705,692
NA,NA,NA,695,691,692,682,695,710
NA,NA,NA,674,700,709,681,676,694
NA,NA,NA,690,689,716,703,692,691
NA,NA,NA,697,683,686,689,680,713
NA,NA,NA,704,692,686,703,691,708
NA,NA,NA,692,689,702,680,694,686
NA,NA,NA,691,688,691,693,692,710
NA,NA,NA,712,690,691,593,690,696
NA,NA,NA,691,699,693,690,697,701
NA,NA,NA,684,691,701,680,679,691
NA,NA,NA,682,693,702,707,683,707
NA,NA,NA,681,708,709,715,687,684
NA,NA,NA,700,697,723,680,698,831
NA,NA,NA,710,684,717,698,671,713
NA,NA,NA,697,697,704,713,693,711
NA,NA,NA,674,687,729,702,697,701
NA,NA,NA,693,699,696,690,692,495
NA,NA,NA,684,690,711,697,686,705
NA,NA,NA,683,698,695,691,689,698
NA,NA,NA,698,683,714,682,685,699
NA,NA,NA,684,695,727,715,683,708
NA,NA,NA,696,718,693,684,706,714
NA,NA,NA,689,683,708,698,691,692
NA,NA,NA,678,692,693,684,686,709
NA,NA,NA,761,685,705,718,694,714
NA,NA,NA,676,683,697,688,684,696
NA,NA,NA,784,690,696,700,694,704
NA,NA,NA,691,687,718,722,696,709
NA,NA,NA,691,702,697,690,685,701
NA,NA,NA,687,698,716,686,678,734
NA,NA,NA,692,724,703,691,686,709
NA,NA,NA,684,701,697,690,696,628
NA,NA,NA,684,693,700,687,694,686
NA,NA,NA,697,686,705,680,680,694
NA,NA,NA,683,715,697,690,695,696
NA,NA,NA,686,693,716,679,687,700
NA,NA,NA,693,703,691,698,722,693
NA,NA,NA,693,698,686,682,687,725
NA,NA,NA,707,691,730,693,676,713
NA,NA,NA,683,692,595,681,690,702
NA,NA,NA,683,688,706,686,701,708
NA,NA,NA,709,688,699,708,697,744
NA,NA,NA,687,680,698,688,724,700
NA,NA,NA,689,705,727,682,692,704
NA,NA,NA,674,688,709,690,699,709
NA,NA,NA,693,693,690,675,684,709
NA,NA,NA,694,696,700,694,698,696
NA,NA,NA,698,679,714,693,685,689
NA,NA,NA,688,683,717,694,691,685
NA,NA,NA,678,698,758,683,697,711
NA,NA,NA,692,710,720,697,675,707
NA,NA,NA,682,689,692,687,680,696
NA,NA,NA,678,697,706,709,688,687
NA,NA,NA,685,701,686,676,708,704
NA,NA,NA,864,707,703,700,695,705
NA,NA,NA,676,694,694,679,694,732
NA,NA,NA,702,694,711,692,679,719
NA,NA,NA,676,687,705,674,719,694
NA,NA,NA,681,701,730,689,681,715
NA,NA,NA,698,687,690,690,676,705
NA,NA,NA,692,689,693,686,675,702
NA,NA,NA,676,687,704,690,693,693
NA,NA,NA,690,695,727,698,677,714
NA,NA,NA,685,681,702,695,691,494
NA,NA,NA,738,683,702,702,692,702
NA,NA,NA,701,712,688,682,684,705
NA,NA,NA,694,679,697,680,677,709
NA,NA,NA,683,683,691,694,688,695
NA,NA,NA,685,693,717,693,679,705
NA,NA,NA,691,682,706,711,688,709
NA,NA,NA,685,684,709,701,668,694
NA,NA,NA,681,722,684,682,683,709
NA,NA,NA,729,702,704,698,689,687
NA,NA,NA,682,693,710,710,694,696
NA,NA,NA,680,723,691,690,695,699
NA,NA,NA,683,683,714,693,673,692
NA,NA,NA,681,705,706,703,704,695
NA,NA,NA,684,687,692,703,680,701
NA,NA,NA,680,694,701,710,689,696
NA,NA,NA,683,684,691,701,711,708
NA,NA,NA,703,680,696,679,698,687
NA,NA,NA,690,693,696,685,687,692
NA,NA,NA,691,692,701,703,678,710
NA,NA,NA,675,712,691,693,678,708
NA,NA,NA,677,678,711,689,692,711
NA,NA,NA,690,692,702,695,675,691
NA,NA,NA,679,693,716,739,709,693
NA,NA,NA,682,681,697,680,681,716
NA,NA,NA,690,717,705,689,709,699
NA,NA,NA,683,807,692,701,701,734
NA,NA,NA,685,705,685,686,680,711
NA,NA,NA,682,694,703,711,698,718
NA,NA,NA,704,725,713,701,678,714
NA,NA,NA,702,783,712,685,682,723
NA,NA,NA,705,695,710,690,685,704
NA,NA,NA,696,702,695,703,685,705
NA,NA,NA,711,689,698,688,678,696
NA,NA,NA,705,725,696,721,686,703
NA,NA,NA,678,707,709,682,692,710
NA,NA,NA,703,684,733,696,694,730
NA,NA,NA,672,721,706,704,699,695
NA,NA,NA,697,706,696,702,687,691
NA,NA,NA,685,698,711,697,689,711
NA,NA,NA,676,697,710,689,684,700
NA,NA,NA,698,688,700,696,698,696
NA,NA,NA,675,705,800,707,700,688
NA,NA,NA,699,695,708,688,690,697
NA,NA,NA,690,711,709,691,686,722
NA,NA,NA,704,682,701,695,680,697
NA,NA,NA,729,683,706,696,697,697
NA,NA,NA,706,676,709,679,702,698
NA,NA,NA,676,702,690,692,684,702
NA,NA,NA,680,687,714,686,675,709
NA,NA,NA,813,696,721,707,677,605
NA,NA,NA,712,676,697,682,696,699
NA,NA,NA,674,697,700,679,687,689
NA,NA,NA,695,705,698,689,678,673
NA,NA,NA,699,683,714,692,676,700
NA,NA,NA,674,676,697,730,690,715
NA,NA,NA,705,696,715,695,702,720
NA,NA,NA,705,680,690,700,686,717
NA,NA,NA,687,709,696,687,695,712
NA,NA,NA,704,689,699,700,682,700
NA,NA,NA,712,694,594,696,699,708
NA,NA,NA,749,693,710,702,687,701
NA,NA,NA,696,715,698,715,688,703
NA,NA,NA,685,706,702,685,719,693
NA,NA,NA,682,699,703,691,685,709
NA,NA,NA,705,691,704,684,722,707
NA,NA,NA,690,684,692,678,676,703
NA,NA,NA,706,697,698,702,767,695
NA,NA,NA,691,721,697,704,697,711
NA,NA,NA,707,682,689,717,674,691
NA,NA,NA,705,704,717,682,680,695
NA,NA,NA,701,702,795,704,685,693
NA,NA,NA,704,687,705,699,699,700
NA,NA,NA,697,694,725,692,695,697
NA,NA,NA,704,693,691,691,704,699
NA,NA,NA,679,685,699,696,677,694
NA,NA,NA,708,682,700,678,680,720
NA,NA,NA,677,708,703,675,696,700
NA,NA,NA,715,706,716,699,694,691
NA,NA,NA,677,697,700,709,701,702
NA,NA,NA,688,689,709,695,704,705
NA,NA,NA,699,705,708,715,684,712
NA,NA,NA,683,680,730,710,679,700
NA,NA,NA,686,684,695,711,683,727
NA,NA,NA,705,728,699,692,682,710
NA,NA,NA,713,687,701,711,688,720
NA,NA,NA,706,678,715,674,690,726
NA,NA,NA,694,693,689,706,677,723
NA,NA,NA,681,722,706,706,685,693
NA,NA,NA,689,688,721,688,694,700
NA,NA,NA,696,689,694,691,690,697
NA,NA,NA,704,682,692,680,680,704
NA,NA,NA,704,683,701,700,685,704
NA,NA,NA,716,694,700,695,701,695
NA,NA,NA,696,693,760,699,683,696
NA,NA,NA,695,688,709,696,688,689
NA,NA,NA,686,695,695,684,690,590
NA,NA,NA,703,691,695,694,685,712
NA,NA,NA,694,686,717,704,696,707
NA,NA,NA,686,690,709,692,704,699
NA,NA,NA,697,694,704,705,686,698
NA,NA,NA,698,686,704,686,694,707
NA,NA,NA,684,686,698,695,678,689
NA,NA,NA,715,709,695,689,720,693
NA,NA,NA,711,701,733,702,684,691
NA,NA,NA,695,686,696,699,690,710
NA,NA,NA,696,685,743,693,705,707
NA,NA,NA,710,683,696,690,688,694
NA,NA,NA,692,687,698,676,680,716
NA,NA,NA,698,708,707,697,680,721
NA,NA,NA,703,701,713,690,683,717
NA,NA,NA,708,701,716,694,685,736
NA,NA,NA,699,681,708,698,688,705
NA,NA,NA,710,698,702,690,708,695
NA,NA,NA,690,697,722,754,686,753
NA,NA,NA,696,695,698,704,686,704
NA,NA,NA,677,691,705,687,705,710
NA,NA,NA,693,702,714,683,685,699
NA,NA,NA,689,696,700,702,686,719
NA,NA,NA,688,696,716,724,682,707
NA,NA,NA,698,710,720,696,713,717
NA,NA,NA,690,683,689,696,682,685
NA,NA,NA,698,704,709,696,691,693
NA,NA,NA,751,693,716,676,687,710
NA,NA,NA,683,685,716,686,704,699
NA,NA,NA,685,675,792,696,687,701
NA,NA,NA,703,687,690,690,677,699
NA,NA,NA,707,684,703,685,697,714
NA,NA,NA,688,730,711,712,697,691
NA,NA,NA,687,711,702,677,713,703
NA,NA,NA,682,701,711,681,681,711
NA,NA,NA,692,694,712,679,691,712
NA,NA,NA,683,695,710,694,687,692
NA,NA,NA,705,685,738,684,700,701
NA,NA,NA,688,693,698,718,684,697
NA,NA,NA,692,697,728,699,711,726
NA,NA,NA,678,700,728,693,701,712
NA,NA,NA,746,675,714,714,681,690
NA,NA,NA,693,702,699,749,684,713
NA,NA,NA,673,701,711,678,680,701
NA,NA,NA,699,695,698,687,681,704
NA,NA,NA,701,678,693,708,676,721
NA,NA,NA,694,692,711,697,698,700
NA,NA,NA,713,701,700,693,683,692
NA,NA,NA,674,698,698,693,696,706
NA,NA,NA,674,697,712,705,699,709
NA,NA,NA,717,710,716,683,678,701
NA,NA,NA,700,684,712,680,677,718
NA,NA,NA,700,683,703,703,693,682
NA,NA,NA,676,706,714,683,697,716
NA,NA,NA,694,682,700,696,686,690
NA,NA,NA,682,662,690,677,691,704
NA,NA,NA,695,687,702,704,683,689
NA,NA,NA,687,692,699,703,701,716
NA,NA,NA,685,708,724,678,699,693
NA,NA,NA,732,695,697,713,680,712
NA,NA,NA,683,693,764,707,673,711
NA,NA,NA,685,691,717,714,695,758
NA,NA,NA,686,673,728,727,728,695
NA,NA,NA,685,694,698,680,683,705
NA,NA,NA,701,690,707,711,711,692
NA,NA,NA,721,697,693,693,698,692
NA,NA,NA,702,688,698,698,695,730
NA,NA,NA,691,705,721,727,682,718
NA,NA,NA,692,722,701,690,683,699
NA,NA,NA,691,694,713,734,673,710
NA,NA,NA,707,693,704,699,702,708
NA,NA,NA,718,727,719,691,680,691
NA,NA,NA,721,684,710,675,705,709
NA,NA,NA,692,684,701,707,704,695
NA,NA,NA,698,699,696,692,707,696
NA,NA,NA,695,733,703,679,707,695
NA,NA,NA,689,801,697,694,700,695
NA,NA,NA,714,726,702,692,677,700
NA,NA,NA,690,680,690,703,703,711
NA,NA,NA,686,681,698,728,682,688
NA,NA,NA,684,678,695,700,689,707
NA,NA,NA,687,702,700,702,703,715
NA,NA,NA,689,696,706,705,694,704
NA,NA,NA,707,680,756,688,689,730
NA,NA,NA,684,723,692,689,690,692
NA,NA,NA,686,697,713,685,713,699
NA,NA,NA,679,692,696,819,706,713
NA,NA,NA,699,698,709,692,698,709
NA,NA,NA,684,703,721,707,689,491
NA,NA,NA,691,701,700,709,693,710
NA,NA,NA,683,701,701,699,712,697
NA,NA,NA,696,692,697,686,686,720
NA,NA,NA,685,704,692,678,693,709
NA,NA,NA,681,685,705,690,690,690
NA,NA,NA,692,699,710,688,690,716
NA,NA,NA,706,690,706,690,699,711
NA,NA,NA,700,803,703,689,682,700
NA,NA,NA,695,696,693,692,683,708
NA,NA,NA,673,696,729,685,694,696
NA,NA,NA,680,689,711,721,692,696
NA,NA,NA,692,700,699,700,709,711
NA,NA,NA,684,679,703,695,702,691
NA,NA,NA,692,674,721,682,684,718
NA,NA,NA,691,688,715,681,685,717
NA,NA,NA,683,687,707,697,686,693
NA,NA,NA,692,689,694,684,682,697
NA,NA,NA,702,696,691,700,777,711
NA,NA,NA,705,711,709,688,718,767
NA,NA,NA,694,689,714,685,698,698
NA,NA,NA,701,696,587,702,683,703
NA,NA,NA,700,685,736,689,697,699
NA,NA,NA,680,687,701,683,688,717
NA,NA,NA,680,687,714,711,678,704
NA,NA,NA,686,705,698,692,684,694
NA,NA,NA,670,681,696,686,684,706
NA,NA,NA,696,699,702,717,692,696
NA,NA,NA,695,688,719,693,702,728
NA,NA,NA,685,708,708,698,681,703
NA,NA,NA,698,696,715,681,687,708
NA,NA,NA,691,721,706,712,701,700
NA,NA,NA,696,725,702,694,682,692
NA,NA,NA,700,679,699,713,715,701
NA,NA,NA,712,697,689,694,688,689
NA,NA,NA,685,709,709,699,690,703
NA,NA,NA,680,682,693,710,682,710
NA,NA,NA,692,725,703,705,679,715
NA,NA,NA,702,700,736,698,684,717
NA,NA,NA,687,683,690,797,689,714
NA,NA,NA,687,698,730,686,687,698
NA,NA,NA,684,705,698,701,675,695
NA,NA,NA,709,683,499,675,687,691
NA,NA,NA,693,687,695,700,679,705
NA,NA,NA,688,744,689,690,678,686
NA,NA,NA,718,686,710,685,696,710
NA,NA,NA,687,695,489,700,692,690
NA,NA,NA,697,763,710,711,677,693
NA,NA,NA,680,687,700,710,796,720
NA,NA,NA,781,709,717,684,695,714
NA,NA,NA,713,725,700,689,681,689
NA,NA,NA,724,676,701,705,689,688
NA,NA,NA,713,710,705,684,683,699
NA,NA,NA,709,683,717,693,683,701
NA,NA,NA,692,698,716,680,687,684
NA,NA,NA,695,694,712,709,688,709
NA,NA,NA,686,702,694,693,711,712
NA,NA,NA,701,695,703,694,713,697
NA,NA,NA,698,834,708,722,676,703
NA,NA,NA,693,689,708,704,675,687
NA,NA,NA,693,677,703,681,706,693
NA,NA,NA,705,687,698,700,682,704
NA,NA,NA,685,688,745,707,696,697
NA,NA,NA,691,704,739,713,688,727
NA,NA,NA,691,692,694,688,680,701
NA,NA,NA,699,692,698,692,711,694
NA,NA,NA,688,709,706,695,700,707
NA,NA,NA,708,685,699,686,669,701
NA,NA,NA,744,688,753,678,692,723
NA,NA,NA,682,691,693,684,699,712
NA,NA,NA,689,684,701,755,677,708
NA,NA,NA,694,701,704,720,688,700
NA,NA,NA,690,685,711,688,695,714
NA,NA,NA,686,684,691,684,678,705
NA,NA,NA,683,683,719,685,681,671
NA,NA,NA,686,683,717,687,695,708
NA,NA,NA,690,699,714,698,688,686
NA,NA,NA,678,696,706,688,683,715
NA,NA,NA,700,699,694,681,720,690
NA,NA,NA,688,690,704,689,681,704
NA,NA,NA,701,687,588,696,676,721
NA,NA,NA,677,682,691,696,702,698
NA,NA,NA,694,689,702,736,690,700
NA,NA,NA,678,682,712,680,699,716
NA,NA,NA,697,679,708,683,677,693
NA,NA,NA,699,688,707,694,693,590
NA,NA,NA,689,683,716,691,682,786
NA,NA,NA,711,702,709,700,689,697
NA,NA,NA,683,706,718,731,687,694
NA,NA,NA,690,702,711,697,681,703
NA,NA,NA,690,699,689,714,680,713
NA,NA,NA,690,713,690,691,674,693
NA,NA,NA,689,687,705,736,681,719
NA,NA,NA,729,683,703,697,686,708
NA,NA,NA,684,679,698,681,678,700
NA,NA,NA,685,728,713,695,741,708
NA,NA,NA,688,706,692,719,683,693
NA,NA,NA,686,683,704,704,689,718
NA,NA,NA,704,676,692,700,683,707
NA,NA,NA,699,695,701,701,684,711
NA,NA,NA,701,699,708,690,692,490
NA,NA,NA,699,702,693,689,701,700
NA,NA,NA,685,686,693,681,703,701
